date,hospital,occupancy_acute,occupancy_icu,occupancy_total,admissions_total
2021-02-18,BMC,20.755999999999997,12.576285714285714,33.33228571428571,3.822857143
2021-02-19,BMC,20.567142857142855,12.41942857142857,32.98657142857142,3.825714286
2021-02-20,BMC,20.522857142857138,12.351714285714284,32.87457142857142,3.914285714
2021-02-21,BMC,20.78028571428571,12.351714285714284,33.13199999999999,4.024285714
2021-02-22,BMC,21.103428571428566,12.374285714285714,33.47771428571428,4.104285714
2021-02-23,BMC,21.324857142857137,12.425999999999998,33.750857142857136,4.094285714
2021-02-24,BMC,21.36428571428571,12.498285714285712,33.86257142857142,4.015714286
2021-02-25,BMC,21.05342857142857,12.54,33.59342857142857,3.904285714
2021-02-26,BMC,20.467999999999996,12.61942857142857,33.08742857142857,3.851428571
2021-02-27,BMC,19.76485714285714,12.692857142857141,32.45771428571428,3.77
2021-02-28,BMC,18.99657142857143,12.762857142857142,31.759428571428572,3.684285714
2021-03-01,BMC,18.263428571428566,12.820857142857141,31.084285714285706,3.604285714
2021-03-02,BMC,17.701142857142855,12.908,30.609142857142857,3.592857143
2021-02-18,HCGH,22.66342857142857,7.160857142857143,29.824285714285715,4.778571429
2021-02-19,HCGH,22.135714285714286,7.587999999999999,29.723714285714287,4.432857143
2021-02-20,HCGH,21.682285714285715,7.936571428571427,29.61885714285714,4.095714286
2021-02-21,HCGH,21.390571428571427,8.225714285714284,29.61628571428571,3.821428571
2021-02-22,HCGH,21.29342857142857,8.509999999999998,29.80342857142857,3.607142857
2021-02-23,HCGH,21.47142857142857,8.707428571428569,30.17885714285714,3.331428571
2021-02-24,HCGH,21.891714285714286,8.808571428571426,30.700285714285712,3.081428571
2021-02-25,HCGH,22.552285714285713,8.843999999999998,31.39628571428571,2.885714286
2021-02-26,HCGH,23.33457142857143,8.82085714285714,32.15542857142857,2.638571429
2021-02-27,HCGH,23.951142857142855,8.82885714285714,32.779999999999994,2.485714286
2021-02-28,HCGH,24.42685714285714,8.752571428571427,33.179428571428566,2.485714286
2021-03-01,HCGH,24.787714285714284,8.644571428571426,33.43228571428571,2.512857143
2021-03-02,HCGH,25.133142857142857,8.530571428571426,33.663714285714285,2.538571429
2021-02-18,JHH,55.34142857142857,28.608,83.94942857142857,4.671428571
2021-02-19,JHH,54.532,28.484285714285715,83.01628571428571,4.847142857
2021-02-20,JHH,53.77685714285713,28.236,82.01285714285713,4.702857143
2021-02-21,JHH,52.982857142857135,27.77857142857143,80.76142857142857,4.69
2021-02-22,JHH,52.239142857142845,27.14371428571429,79.38285714285713,4.754285714
2021-02-23,JHH,51.67399999999999,26.34857142857143,78.02257142857142,4.731428571
2021-02-24,JHH,51.29799999999999,25.462285714285716,76.7602857142857,4.511428571
2021-02-25,JHH,51.03085714285713,24.662857142857145,75.69371428571428,4.48
2021-02-26,JHH,50.810285714285705,23.942857142857143,74.75314285714285,4.117142857
2021-02-27,JHH,50.61971428571428,23.32057142857143,73.94028571428571,3.795714286
2021-02-28,JHH,50.543428571428564,22.72657142857143,73.27,3.574285714
2021-03-01,JHH,50.49057142857142,22.082,72.57257142857142,3.402857143
2021-03-02,JHH,50.42714285714285,21.340571428571426,71.76771428571428,3.324285714
2021-02-18,SH,19.767714285714284,6.363428571428571,26.131142857142855,3.392857143
2021-02-19,SH,20.067714285714285,5.975714285714287,26.04342857142857,3.45
2021-02-20,SH,20.281142857142854,5.7048571428571435,25.985999999999997,3.534285714
2021-02-21,SH,20.484571428571428,5.559714285714286,26.044285714285714,3.512857143
2021-02-22,SH,20.68285714285714,5.534285714285715,26.217142857142857,3.637142857
2021-02-23,SH,20.889714285714284,5.622857142857143,26.512571428571427,3.761428571
2021-02-24,SH,21.069714285714284,5.796,26.865714285714283,3.917142857
2021-02-25,SH,21.369142857142855,5.948,27.317142857142855,3.841428571
2021-02-26,SH,21.69085714285714,6.073428571428572,27.764285714285712,3.841428571
2021-02-27,SH,22.084571428571426,6.166571428571429,28.251142857142856,3.854285714
2021-02-28,SH,22.48085714285714,6.266571428571429,28.747428571428568,3.951428571
2021-03-01,SH,22.991142857142854,6.346571428571429,29.337714285714284,3.928571429
2021-03-02,SH,23.681714285714282,6.395428571428572,30.077142857142853,3.874285714
2021-02-18,SMH,7.561714285714285,5.8988571428571435,13.460571428571429,1.704285714
2021-02-19,SMH,7.769142857142857,6.072000000000001,13.841142857142858,1.645714286
2021-02-20,SMH,8.001714285714286,6.2451428571428576,14.246857142857143,1.564285714
2021-02-21,SMH,8.390857142857142,6.333428571428572,14.724285714285713,1.594285714
2021-02-22,SMH,8.765142857142857,6.384,15.149142857142857,1.597142857
2021-02-23,SMH,9.108285714285714,6.389142857142858,15.497428571428571,1.607142857
2021-02-24,SMH,9.467714285714285,6.380000000000001,15.847714285714286,1.547142857
2021-02-25,SMH,9.64342857142857,6.371714285714287,16.015142857142855,1.48
2021-02-26,SMH,9.811714285714285,6.336857142857143,16.14857142857143,1.474285714
2021-02-27,SMH,10.000571428571428,6.327428571428572,16.328,1.391428571
2021-02-28,SMH,10.088,6.3657142857142865,16.453714285714284,1.364285714
2021-03-01,SMH,10.218571428571428,6.438285714285715,16.65685714285714,1.344285714
2021-03-02,SMH,10.315999999999999,6.515428571428572,16.83142857142857,1.378571429
